Rnd,Pick,Tm,Player,Pos,Age,To,AP1,PB,St,wAV,DrAV,G,Cmp,Att,Yds,TD,Int,Rush_Att,Rush_Yds,Rush_TD,Rec,Rec_Yds,Rec_TD,Solo,Def_Int,Sk,College/Univ
6,195,LAC,Jamaree Salyer,OL,22,2024,0,0,2,16,16,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Georgia
6,196,BAL,Tyler Badie,RB,22,2024,0,0,0,1,0,4,0,0,0,0,0,12,86,0,4,22,1,0,0,0,Missouri
6,197,JAX,Gregory Junior,CB,23,2023,0,0,0,1,1,10,0,0,0,0,0,0,0,0,0,0,0,11,0,0,Ouachita Baptist
6,198,PHI,Grant Calcaterra,TE,23,2024,0,0,1,4,4,47,0,0,0,0,0,0,0,0,33,418,1,0,0,0,SMU
6,199,CAR,Cade Mays,OL,23,2024,0,0,0,6,6,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tennessee
6,200,NWE,Sam Roberts,DE,24,2024,0,0,0,1,1,15,0,0,0,0,0,0,0,0,0,0,0,3,0,0,NW Missouri St.
6,201,ARI,Keaontay Ingram,RB,22,2024,0,0,0,2,2,21,0,0,0,0,0,62,134,1,8,47,0,1,0,0,USC
6,202,CLE,Michael Woods II,WR,22,2024,0,0,0,0,0,15,0,0,0,0,0,1,-5,0,12,110,0,1,0,0,Oklahoma
6,203,CHI,Trestan Ebner,RB,23,2022,0,0,0,0,0,17,0,0,0,0,0,24,54,0,2,8,0,3,0,0,Baylor
6,204,TEN,Theo Jackson,DB,23,2024,0,0,0,3,0,43,0,0,0,0,0,0,0,0,0,0,0,29,2,0,Tennessee
6,205,HOU,Austin Deculus,T,23,2024,0,0,0,1,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LSU
6,206,DEN,Matt Henningsen,DE,23,2023,0,0,0,2,2,34,0,0,0,0,0,0,0,0,0,0,0,18,0,1,Wisconsin
6,207,CHI,Doug Kramer,OL,24,2024,0,0,0,1,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Illinois
6,208,PIT,Connor Heyward,TE,23,2024,0,0,0,2,2,51,0,1,0,0,0,3,27,0,41,358,2,10,0,0,Michigan St.
6,209,BUF,Luke Tenuta,OL,23,2022,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Virginia Tech
6,210,NWE,Chasen Hines,G,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LSU
6,211,LAR,Quentin Lake,DB,23,2024,0,0,1,7,7,40,0,0,0,0,0,0,0,0,0,0,0,123,0,3,UCLA
6,212,LAR,Derion Kendrick,DB,22,2023,0,0,1,6,6,32,0,0,0,0,0,0,0,0,0,0,0,77,1,0,Georgia
6,213,ATL,John FitzPatrick,TE,22,2024,0,0,0,0,0,18,0,0,0,0,0,0,0,0,2,14,0,3,0,0,Georgia
6,214,LAC,Ja'Sir Taylor,DB,23,2024,0,0,0,7,7,48,0,0,0,0,0,0,0,0,0,0,0,50,1,0,Wake Forest
6,215,ARI,Lecitus Smith,OL,24,2024,0,0,0,2,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Virginia Tech
6,216,IND,Curtis Brooks,DT,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cincinnati
6,217,DET,James Houston,LB,23,2024,0,0,0,3,3,20,0,0,0,0,0,0,0,0,0,0,0,17,0,9,Jackson St.
6,218,TAM,Ko Kieft,TE,24,2024,0,0,1,1,1,50,0,0,0,0,0,0,0,0,8,82,2,14,0,0,Minnesota
6,219,TEN,Chance Campbell,LB,22,2023,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Mississippi
6,220,SFO,Kalia Davis,DT,23,2024,0,0,0,1,1,16,0,0,0,0,0,0,0,0,0,0,0,7,1,1,Central Florida
6,221,SFO,Tariq Castro-Fields,CB,23,2024,0,0,0,1,0,12,0,0,0,0,0,0,0,0,0,0,0,3,0,0,Penn St.
7,222,JAX,Montaric Brown,DB,23,2024,0,0,0,7,7,37,0,0,0,0,0,0,0,0,0,0,0,84,1,0,Arkansas
7,223,CLE,Isaiah Thomas,DE,23,2024,0,0,0,1,1,12,0,0,0,0,0,0,0,0,0,0,0,4,0,1,Oklahoma
7,224,MIA,Cameron Goode,OLB,24,2024,0,0,0,1,1,20,0,0,0,0,0,0,0,0,0,0,0,3,0,0,California
7,225,PIT,Mark Robinson,LB,23,2024,0,0,0,4,4,38,0,0,0,0,0,0,0,0,0,0,0,31,0,1,Mississippi
7,226,CHI,Ja'Tyre Carter,OL,23,2023,0,0,0,2,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Southern
7,227,MIN,Nick Muse,TE,23,2024,0,0,0,0,0,16,0,0,0,0,0,0,0,0,1,22,0,0,0,0,South Carolina
7,228,GNB,Tariq Carpenter,DB,23,2023,0,0,0,1,1,17,0,0,0,0,0,0,0,0,0,0,0,7,0,0,Georgia Tech
7,229,SEA,Bo Melton,WR,23,2024,0,0,0,3,0,22,0,0,0,0,0,11,75,0,24,309,1,2,0,0,Rutgers
7,230,WAS,Chris Paul,OL,23,2024,0,0,0,4,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tulsa
7,231,BUF,Baylon Spector,LB,23,2024,0,0,0,5,5,26,0,0,0,0,0,0,0,0,0,0,0,30,0,1,Clemson
7,232,DEN,Faion Hicks,CB,24,2024,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Wisconsin
7,233,SEA,Dareke Young,WR,23,2024,0,0,0,0,0,33,0,0,0,0,0,0,0,0,2,24,0,12,0,0,Lenoir-Rhyne
7,234,GNB,Jonathan Ford,DT,22,2024,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,Miami (FL)
7,235,LAR,Daniel Hardy,LB,23,2024,0,0,0,1,0,23,0,0,0,0,0,0,0,0,0,0,0,7,0,0,Montana St.
7,236,LAC,Deane Leonard,DB,22,2024,0,0,0,3,3,38,0,0,0,0,0,0,0,0,0,0,0,32,0,0,Mississippi
7,237,DET,Chase Lucas,DB,25,2023,0,0,0,1,1,18,0,0,0,0,0,0,0,0,0,0,0,3,0,0,Arizona St.
7,238,LVR,Thayer Munford,OL,22,2024,0,0,1,10,10,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ohio St.
7,239,IND,Rodney Thomas II,LB,24,2024,0,0,2,10,10,51,0,0,0,0,0,0,0,0,0,0,0,69,6,0,Yale
7,240,WAS,Christian Holmes,CB,24,2023,0,0,0,3,3,30,0,0,0,0,0,0,0,0,0,0,0,11,0,0,Oklahoma St.
7,241,PIT,Chris Oladokun,QB,25,2024,0,0,0,0,0,1,0,0,0,0,0,1,5,0,0,0,0,0,0,0,South Dakota St.
7,242,CAR,Kalon Barnes,CB,23,2022,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Baylor
7,243,KAN,Jaylen Watson,DB,23,2024,0,0,1,7,7,38,0,0,0,0,0,0,0,0,0,0,0,86,1,2,Washington St.
7,244,ARI,Christian Matthew,DB,25,2023,0,0,0,2,2,20,0,0,0,0,0,0,0,0,0,0,0,13,0,0,Valdosta St.
7,245,NWE,Andrew Stueber,OL,23,2024,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Michigan
7,246,CLE,Dawson Deaton,OL,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Texas Tech
7,247,MIA,Skylar Thompson,QB,25,2024,0,0,0,3,3,10,81,138,721,1,3,15,25,0,0,0,0,0,0,0,Kansas St.
7,248,TAM,Andre Anthony,DE,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LSU
7,249,GNB,Rasheed Walker,OL,22,2024,0,0,2,20,20,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Penn St.
7,250,LVR,Brittain Brown,RB,24,2022,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UCLA
7,251,KAN,Isiah Pacheco,RB,23,2024,0,0,2,17,17,38,0,0,0,0,0,458,2075,13,69,453,2,2,0,0,Rutgers
7,252,CIN,Jeff Gunter,OLB,23,2022,0,0,0,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Coastal Carolina
7,253,LAR,Russ Yeast,DB,23,2024,0,0,1,4,4,36,0,0,0,0,0,0,0,0,0,0,0,54,0,0,Kansas St.
7,254,CHI,Elijah Hicks,S,22,2024,0,0,0,7,7,44,0,0,0,0,0,0,0,0,0,0,0,59,0,0,California
7,255,CHI,Trenton Gill,P,23,2024,0,0,2,5,4,42,0,0,0,0,0,0,0,0,0,0,0,1,0,0,North Carolina St.
7,256,ARI,Jesse Luketa,LB,23,2024,0,0,0,3,3,31,0,0,0,0,0,0,0,0,0,0,0,19,0,3,Penn St.
7,257,ARI,Marquis Hayes,OL,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Oklahoma
7,258,GNB,Samori Toure,WR,24,2023,0,0,0,2,2,22,0,0,0,0,0,0,0,0,13,160,1,0,0,0,Nebraska
7,259,KAN,Nazeeh Johnson,S,24,2024,0,0,0,3,3,27,0,0,0,0,0,0,0,0,0,0,0,38,0,1,Marshall
7,260,LAC,Zander Horvath,RB,23,2022,0,0,0,0,0,15,0,0,0,0,0,4,8,0,5,8,2,1,0,0,Purdue
7,261,LAR,AJ Arcuri,OT,25,2024,0,0,0,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Michigan St.
7,262,SFO,Brock Purdy,QB,22,2024,0,1,2,36,36,40,722,1069,9518,64,27,127,480,8,0,0,0,0,0,0,Iowa St.
